m0,s0,p1,p2,p3,p4,nll,k,volmean,volsd
1.5714175781615345,0.004611620472797402,0.003824052673475263,0.024464332929052778,0.1595675128040112,0.8250006642164548,-22071.586578865994,4,0.0076497610516846224,0.0021874101069969966
